ID,QUESTION_TEXT,HINT,QUESTION_TYPE,CATEGORY,DIFFICULTY,LANGUAGE,ANSWER_OPTION_A,ANSWER_OPTION_B,ANSWER_OPTION_C,ANSWER_OPTION_D,ANSWER_CORRECT,HAS_ORDERED_ANSWERS,ANSWER_EXPLANATION,ANSWER_AUDIO,ANSWER_VIDEO,ANSWER_ACCESSIBLE_URL,ANSWER_ACCESSIBLE_URL_TEXT,ANSWER_SCIENTIFIC_URL,ANSWER_SCIENTIFIC_URL_TEXT,ANSWER_READING_RECOMMENDATION,ANSWER_IMAGE_URL,ANSWER_IMAGE_EXPLANATION,ANSWER_EXTRA_INFO,AUTHOR,VALIDATOR,VALIDATION_STATUS,ADDED,CREATED,UPDATED,TAGS_LIST
528,"Lors de la pandémie de Covid, combien de supertankers sont restés au large de la Californie à cause de la baisse de la demande en pétrole ?",,QCM,5,1,Français,,,,,,False,,,,https://grist.org/energy/oil-demand-plunge-coronavirus-tankers-california-coast/,About all those oil tankers off the coast of California ... | Grist,https://content.govdelivery.com/accounts/USDHSCG/bulletins/2881b2a,,,,,,laydgeur,,Brouillon,2020-06-17,2020-06-24 00:00:00,2020-06-24 00:00:00,"[11, 59, 80, 92, 213]"
529,Lequel de ces volumes est le plus grand ?,,QCM,1,1,Français,Fonte de la calotte du Groenland,Consommation pétrole pays xx,Émissions CO2 pays xx ,Conso Gaz ?,,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-17,2020-06-24 00:00:00,2020-06-24 00:00:00,[]
530,Quelle est la quantité de béton utilisée chaque année dans le monde ?,,QCM,7,1,Français,,,,,,False,"Le béton est le matériau de construction le plus utilisé dans le monde (dix milliards de tonnes !) en raison de son faible coût de production (un peu plus de 100 euros/m3). C’est un mélange de sable, de graviers (granulats) et de ciment, ce dernier assurant la cohésion de l’ensemble (liant).",,,https://www.mediachimie.org/ressource/zoom-sur-la-formulation-des-b%C3%A9tons-et-des-ciments,Zoom sur la formulation des bétons et des ciments | Mediachimie,,,,,,,laydgeur,,Brouillon,2020-06-18,2020-06-24 00:00:00,2020-06-24 00:00:00,"[53, 57]"
531,Lequel de ces indicateurs permet le mieux de prédire l'empreinte carbone d'un individu ?,,QCM,2,3,Français,Le niveau de revenus,Le niveau de consommation,Le niveau d'éducation,Le nombre d'enfants,a,False,"L'indicateur le mieux corrélé à l'empreinte carbone est le niveau de revenus par habitant:  plus ce dernier est élevé, plus les émissions de CO2 sont élevées.
Un revenu élevé permet en effet de plus se déplacer, se chauffer, consommer, ... toutes ces activités conduisent à des augmentations d'émissions.
Cette corrélation s'observe à l'intérieur d'un pays, ou d'un pays à l'autre.",,,https://www.oxfamfrance.org/communiques-de-presse/les-1-les-plus-riches-sont-responsables-de-deux-fois-plus-demissions-que-la-moitie-la-plus-pauvre-de-lhumanite/,Les 1 % les plus riches sont responsables de deux fois plus dâÃ©missions que la moitiÃ© la plus pauvre de lâhumanitÃ© - Oxfam France,https://www.lemonde.fr/blog/huet/2019/02/06/climat-et-economie-le-co2-explique-tout/,,,,"Émissions de CO2 par personne en fonction du niveau de PIB par personne, par pays, chiffres 2011 en dollars",https://jancovici.com/changement-climatique/economie/quest-ce-que-lequation-de-kaya/,Matthieu Massart,laydgeur,Validée,2020-06-18,2020-06-24 00:00:00,2020-07-23 00:00:00,"[31, 72]"
532,"Si le charbon chinois était un pays, en quelle année est-il devenu le 1er émetteur mondial de CO2 ?",La croissance fulgurante des émissions de la Chine date des années 2000,QCM,2,3,Français,1979,1989,1999,2009,d,True,"C'est en 2009 que les émissions de CO2 de la Chine dues au charbon (6 milliards de tonnes) ont dépassé les émissions totales de CO2 des États-Unis (5,5 milliards de tonnes).",,,,,http://globalcarbonatlas.org/en/CO2-emissions,,,,,,laydgeur,,Écartée,2020-06-19,2020-06-24 00:00:00,2020-06-24 00:00:00,"[10, 13, 40]"
533,[ECARTEE] Vrai ou faux : les transports routiers des Etats-Unis émettent plus de CO2 que l’ensemble du continent africain,,VF,2,2,Français,Vrai,Faux,,,a,True,"C’est vrai ! En 2018, les transports routiers aux Etats-Unis ont émis 1,5 milliards de tonnes de CO2, quand l’Afrique entière en a émis 1,4 milliards de tonnes.",,,,,https://di.unfccc.int/detailed_data_by_party,Greenhouse Gas Inventory Data,,,,,laydgeur,Matthieu Massart,Écartée,2020-06-19,2020-06-24 00:00:00,2020-09-28 00:00:00,"[13, 33, 35, 80, 82]"
534,Quelle est la consommation moyenne annuelle d’engrais azotés par habitant en France ?,,QCM,2,4,Français,1 kg,10 kg,100 kg,1000 kg,c,True,"Plus de 6,3 millions de tonnes d’engrais azotés ont été utilisé en France métropolitaine lors de la campagne 2017-2018, ce qui fait en moyenne environ 100 kg d’engrais par français. Une fois épandus, ces engrais azotés émettent du protoxyde d’azote (N2O) qui est un gaz à effet de serre 300 fois plus puissant que le CO2.",,,,,https://www.unifa.fr/sites/default/files/2019-04/BROCHURE%20REGION%202017-2018.pdf,,,,"Les engrais simples sont souvent de la famille des engrais NPK c'est-à-dire les trois symboles représentant l'azote (symbole chimique N), le phosphore (P) ou le potassium (K). Mais ils peuvent aussi être à base de calcium (symbole CA), de magnésium (M) ou de soufre (S).","source image: https://www.circuits-culture.com/content/livraisons-dengrais-et-amendements-2017-2018-un-marche-convalescent-apres-la-crise-de-2016
autre image: https://azote.info/images/easyblog_images/188/Billets_photos_ouverture/emission_des_sols_n2o.jpg",laydgeur,Raphael Odini,Validée,2020-06-19,2020-06-24 00:00:00,2020-09-28 00:00:00,"[17, 186]"
535,"En 1960, quelle était la place de la France dans les émissions mondiales de CO2 ?",,QCM,1,3,Français,6ème (place actuelle de l'Allemagne),12ème (place actuelle du Mexique),18ème (place actuelle de la Pologne),24ème (place actuelle de l'Espagne),a,True,"En 1960, avec des émissions de 271 millions de tonnes de CO2, la France était le 6ème plus gros émetteur mondial de CO2. Si elle avait conservé ces émissions, elle serait aujourd'hui 24ème.",,,,,http://www.globalcarbonatlas.org/fr/CO2-emissions,,,,,,laydgeur,,Écartée,2020-06-20,2020-06-24 00:00:00,2020-06-24 00:00:00,"[1, 13]"
536,"En 1945, quelle était la part des États-Unis dans les émissions mondiales de CO2 ?",,QCM,1,3,Français,25 %,40 %,55 %,70 %,c,True,"En 1945, les États-Unis émettaient 2.3 milliards de tonnes de CO2 par an, ce qui correspondait cette année précisément à 55% des émissions mondiales de CO2. Avec la reconstruction de l'après guerre, cette part a très vite diminué (elle n'était plus de que 37% en 1955, et 30% en 1965).",,,,,https://ourworldindata.org/co2-and-other-greenhouse-gas-emissions,,,,,,laydgeur,,Écartée temporairement,2020-06-20,2020-06-24 00:00:00,2020-06-24 00:00:00,"[2, 13, 80]"
537,"[DOUBLON] La Chine émet aujourd'hui plus de 27% des émissions mondiales de CO2.
Combien d'autres pays l'ont déjà fait depuis le début de la révolution industrielle ?",,QCM,1,3,Français,0,1,2,3,c,True,"Sur ces 250 dernières années, il n’y a que deux autres pays en plus de la Chine à avoir eu une part supérieure à 27% des émissions mondiales de CO2 : le Royaume-Uni (jusqu’en 1890) et les États-Unis (de 1886 à 1974).",,,,,https://ourworldindata.org/co2-and-other-greenhouse-gas-emissions,,,,,Doublon avec la 624,laydgeur,,Écartée,2020-06-20,2020-06-24 00:00:00,2020-06-24 00:00:00,"[2, 10, 13, 81]"
538,Pendant combien d'années la France a représenté plus de 10% des émissions mondiales de CO2 ?,,QCM,1,4,Français,Ça n'est jamais arrivé,5 ans,35 ans,65 ans,c,True,"Pendant 36 ans, de 1834 à 1870, la France a émis plus de 10% des émissions mondiales de CO2. Pendant cette période, les émissions françaises sont passées de 9 millions de tonnes à 50 millions de tonnes de CO2.
Les émissions territoriales de la France sont (chiffres 2018) de 340 millions de tonnes de CO2 par an, mais cette quantité ne représente plus qu'environ 1% des émissions mondiales.",,,,,https://ourworldindata.org/co2/country/france?country=~FRA,France: CO2 Country Profile - Our World in Data,,,,,laydgeur,Lucia Romanita,Validée,2020-06-20,2020-06-24 00:00:00,2020-09-28 00:00:00,"[1, 13]"
539,"Les États-Unis ont été le 1er pays au monde à émettre plus d'1 milliard de tonnes de CO2 par an.
En quelle année cela s'est-il produit ?",,QCM,1,3,Français,1906,1926,1946,1966,a,True,"C'est en 1906 que les États-Unis sont devenus le premier pays au monde à émettre plus d'1 milliard de tonnes de CO2 par an. Ils représentaient alors plus de 40% des émissions mondiales.
Aujourd'hui le pays émet 5 fois plus de CO2. Et le monde 14 fois plus de CO2 par rapport aux émissions de 1906.",,,,,https://ourworldindata.org/grapher/annual-co2-emissions-per-country,Annual CO₂ emissions - Our World in Data,,,,,laydgeur,Raphael Odini,Validée,2020-06-20,2020-06-24 00:00:00,2020-09-28 00:00:00,"[13, 80, 81]"
540,"De 2010 à 2011, la Chine a augmenté ses émissions de CO2 de 900 millions de tonnes. A quel pays cela correspond ?",,QCM,1,3,Français,,,,,,False,A l'Allemagne (810 MtCO2 en 2011),,,,,,,,,,,laydgeur,,Brouillon,2020-06-20,2020-06-24 00:00:00,2020-06-24 00:00:00,"[10, 13, 81]"
541,"Considérons toute l'énergie retenue en une année par l'effet de serre d'origine humaine et comparons-la à l’énergie libérée par la bombe nucléaire d’Hiroshima,c’est...",,QCM,1,3,Français,1 600 fois plus (~1 bombe par minute),16 000  fois plus  (~10 par minute),160 000  fois plus (~2 par seconde),1 600 000 Hiroshima par jour (~20 par seconde),d,True,"L'énergie dégagée par la bombe atomique d'Hiroshima est estimée à 15 000 tonnes de TNT, soit 63 000 milliards de Joule. La puissance du forçage radiatif des gaz à effet de serre d'origine humaine (2.3 W/m²) sur la surface de la terre est d'environ 1,7 millions de milliards de watts, ce qui fait une énergie journalière d'environ 100 milliards de milliards de Joule. Soit la même énergie que 1,6 millions de bombes nucléaires d'Hiroshima par jour (18 par seconde).",,,https://www.ipcc.ch/site/assets/uploads/2018/03/WG1AR5_SPM_brochure_fr.pdf,,,,,,,,laydgeur,Matthieu Massart,Validée,2020-06-20,2020-06-24 00:00:00,2020-07-30 00:00:00,[98]
542,En quelle année a-ton émis le plus de CO2 sur le territoire français ?,,QCM,1,2,Français,1941,1979,1991,2008,b,True,"Le maximum d'émissions de CO2 émis en France a été en 1979, avec 530 millions de tonnes de CO2. 1979, c'est aussi l'année du 2ème choc pétrolier, et l'année de la mise en service de la centrale nucléaire de Fessenheim, tête de série du parc nucléaire actuel. Ces deux événements ont largement contribué aux économies d'énergies et à la baisse de la consommation d'énergies fossiles (pétrole et charbon), conduisant de facto à une baisse des émissions de CO2.
Après un plateau, les émissions territoriales de CO2 se sont remises à baisser vers les années 2000 suite à la désindustrialisation et aux délocalisations progressives vers des pays étrangers, notamment la Chine. Les émissions territoriales françaises sont maintenant d'environ 340 millions de tonnes par an.",,,,,https://ourworldindata.org/co2/country/france?country=~FRA,France: CO2 Country Profile - Our World in Data,,,,,laydgeur,Lucia Romanita,Validée,2020-06-20,2020-06-24 00:00:00,2020-09-28 00:00:00,"[1, 13, 81]"
543,"Entre 1990 et 1995 (effondrement de l'Union Soviétique), de combien ont baissé les émissions de CO2 de la Russie ?",,QCM,,1,Français,,,,,,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-20,2020-06-24 00:00:00,2020-07-23 00:00:00,[]
544,"L’hexafluorure de soufre (SF6) est un gaz à effet de serre 23000 fois plus puissant que le CO2, avec une durée de vie de 3200 ans. Quelle quantité la France en a relâché dans l'atmosphère en 2018 ?",,QCM,1,4,Français,18 tonnes,180 tonnes,1 800 tonnes,18 000 tonnes,a,True,"En 2018 la France a émis 18 tonnes de SF6 (principalement dans les équipements électriques, 10 tonnes), mais à cause de son énorme pouvoir réchauffant c’est l’équivalent de 410 000 tonnes de CO2.",,,,,https://di.unfccc.int/detailed_data_by_party,Greenhouse Gas Inventory Data,,,,,laydgeur,Matthieu Massart,Écartée,2020-06-20,2020-06-24 00:00:00,2020-08-10 00:00:00,"[1, 100]"
545,Les premiers agriculteurs étaient-ils en meilleure santé que les chasseurs-cueilleurs ?,,VF,8,1,Français,Oui,Non,,,b,True,"Les premiers agriculteurs travaillaient plus, ils avaient une alimentation moins diversifiée et étaient plus exposés aux pathogènes que les chasseurs-cueilleurs.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/545.mp3,,,,https://www.partage-le.com/2016/09/02/lagriculture-ou-la-pire-erreur-de-lhistoire-de-lhumanite-par-jared-diamond-clive-dennis/,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-22,2020-06-24 00:00:00,2020-09-28 00:00:00,"[17, 86, 107, 226]"
546,Laquelle de ces capacités physiques acquises par le genre Homo a pu lui apporter le plus d'avantages pour la chasse ?,,QCM,8,2,Français,Un gros cerveau,Une main habile,L'endurance physique,L'organisation sociale,c,False,Cette qualité aurait pu aider en permettant la pratique de la chasse du gibier jusqu'à l’épuisement.,https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/546.mp3,,,,https://1000ideespourlacorse.files.wordpress.com/2018/10/human_running_adaptations.png?w=840,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-22,2020-06-24 00:00:00,2020-09-28 00:00:00,[108]
547,"L’Anthropocène marque le début des impacts humains à l'échelle planétaire. Mais à l'échelle locale, depuis combien de temps le genre Homo transforme-t-il son environnement ?",,QCM,6,2,Français,200 ans,"4,000 ans","300,000 ans",3 millions d'années,d,True,"Le changement de régime alimentaire de nos ancêtres, qui consomment de plus en plus de viande, a  pu réduire progressivement la diversité animale autour des peuplements du genre Homo.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/547.mp3,,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0057944,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-22,2020-06-24 00:00:00,2020-09-28 00:00:00,"[32, 86, 226]"
548,Depuis combien d'années l'humanité a-t-elle un impact significatif sur l'utilisation des sols sur quasiment l'ensemble des continents ?,,QCM,8,2,Français,70 ans,200 ans,"3,000 ans","100,000 ans",c,True,"Les chasseurs-cueilleurs, les agriculteurs et les éleveurs ont transformé l'environnement planétaire de façon globale à partir de 3,000 ans avant aujourd'hui.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/548.mp3,,,,https://science.sciencemag.org/content/365/6456/897,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-22,2020-06-24 00:00:00,2020-09-28 00:00:00,[32]
549,L'épaule humaine est spéciale dans l'évolution. Quel avantage nous a-t-elle progressivement procuré ?,,QCM,8,3,Français,Une plus grande capacité à porter des charges,Une plus grande performance pour lancer des objets,Sa morphologie a augmenté l'habileté manuelle,La capacité à grimper aux arbres pour échapper aux proies.,b,False,La capacité de lancer loin et à grande vitesse dans le genre Homo remonte à près de deux millions d'années. Les vitesses élevées des projectiles sont possibles grâce à une combinaison de stockage d'énergie élastique au niveau de l'épaule et par un transfert efficace de l'énergie cinétique.,https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/549.mp3,,,,https://www.nature.com/articles/nature12267,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-25,2020-06-25 00:00:00,2020-09-28 00:00:00,"[109, 113]"
550,Nos ancêtres chasseurs ont adopté une alimentation de plus en plus riche en viande. Quelle évolution cela a-t-il entraîné dans le corps humain ?,,QCM,8,3,Français,Un plus gros cerveau,Un système digestif plus petit,Des canines plus tranchantes,De plus gros muscles,b,False,"Le volume du système digestif humain dans son ensemble est à peu près 40% plus faible que celui attendu en comparaison des autres singes anthropoïdes. Un système digestif volumineux étant plus adapté à la consommation de végétaux, la diminution de ses dimensions proviendrait d'une augmentation de consommation de produits carnés.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/550.mp3,,,,https://anthropogoniques.com/affirmations-evolution-de-lalimentation/,,,,Schéma de systèmes digestifs de différents mammifères,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-25,2020-06-25 00:00:00,2020-09-28 00:00:00,"[109, 113]"
551,Vrai ou faux ? Les échanges longue distance sont une spécificité de la modernité.,,VF,2,1,Français,Vrai,Faux,,,b,True,"À l'époque Gravettienne (30 000 à 22 000 ans avant aujourd'hui), des objets (des statuettes notamment) étaient échangés sur des distances de 1800 kms à vol d'oiseau. Des liens commerciaux et culturels existaient entre des communautés vivant sur des territoires très éloignés les uns des autres. Plus près de nous, à l'âge de bronze, ce bronze était fabriqué avec de l'étain d'Anatolie et du cuivre d'Espagne.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/551.mp3,,,,https://www.pourlascience.fr/sd/prehistoire/les-reseaux-sociaux-a-lepoque-gravettienne-6879.php,,,,L'Europe préhistorique. Crédit : Larousse,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-25,2020-06-25 00:00:00,2020-09-28 00:00:00,"[110, 112]"
552,Vrai ou faux ? La longévité (âge maximal chez une espèce) dans les sociétés industrielles est plus grande que chez les chasseurs-cueilleurs.,,VF,8,2,Français,Vrai,Faux,,,b,True,"L'espérance de vie moyenne des chasseurs-cueilleurs est de 30 à 40 ans, mais l'espérance de vie maximale possible est sensiblement la même que dans les sociétés industrielles : 70 à 80 ans. La différence provient essentiellement de la plus importante mortalité infantile chez les chasseurs-cueilleurs.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/552.mp3,,,,https://advances.sciencemag.org/content/6/26/eaax9070,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-25,2020-06-25 00:00:00,2020-11-28 00:00:00,[109]
553,Vrai ou faux ? La cuisson des aliments a joué un rôle majeur dans l'augmentation de la taille du cerveau humain.,,VF,5,3,Français,Vrai,Faux,,,b,True,"Selon les dernières études en date, la cuisson des aliments ne rend pas compte du volume cérébral des homininés. Le nombre de neurones dans le cerveau de l'homininé varie beaucoup plus en fonction de l'efficacité de la recherche de nourriture que de la masse corporelle.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/553.mp3,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4842772/,,,,,,Vincent Mignerot,Matthieu Massart,Validée,2020-06-25,2020-06-25 00:00:00,2020-09-28 00:00:00,"[109, 111, 114]"
554,"Depuis l’an 2000, en combien d’années la Chine est-elle capable de produire autant de ciment que les États-Unis tout au long du 20ème siècle ?",,QCM,7,2,Français,3 ans,10 ans,20 ans,,,True,,,,https://blogs.alternatives-economiques.fr/gilles-raveaud/2015/04/02/la-chine-a-consomme-plus-de-ciment-en-3-ans-que-les-etats-unis-en-un-siecle,La Chine a consommé plus de ciment en 3 ans que les Etats-Unis en un siècle | Economie humaine | Gilles Raveaud | Les blogs d'Alternatives Économiques,,,,,,doublon avec ,Vincent Mignerot,,Écartée,2020-06-22,2020-06-25 00:00:00,2020-06-25 00:00:00,"[10, 53, 57]"
555,"On estime que les Néandertaliens se sont éteints entre -43,000 et -38,000 ans. A ce jour, quelle est la cause la plus probable de leur extinction ?",,QCM,8,2,Français,La guerre avec Homo Sapiens,La plus grande emprise d'Homo Sapiens sur les ressources alimentaires,Un changement climatique,Un virus,b,False,"Les raisons possibles de la plus grande performance de l'Homo sapiens pour l'acquisition des ressources auraient pu être associées à de meilleures techniques de chasse, à une résistance plus forte aux agents pathogènes ou à un niveau de fécondité plus élevé.",https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/audio/questions/vincent-mignerot/555.mp3,,,,https://phys.org/news/2020-05-supercomputer-simulations-reveal-neanderthal-extinction.html?fbclid=IwAR0YH-YV7fSdA6DEh6OoMqJp-bVaSr6xb0GaEM42zCagXZxXh97iNpVt3Ys,,,,Crânes d'Homo sapiens (à gauche) et de Néandertalien (à droite),,Vincent Mignerot,Matthieu Massart,Validée,2020-06-22,2020-06-25 00:00:00,2020-09-28 00:00:00,"[106, 108]"
556,"On développe les énergies renouvelables, notamment le photovoltaïque, pour éviter la consommation de charbon. Sur la période 2000 à 2018, comment se comparent les capacités de production nouvellement créées pour l'un et l'autre ?",,QCM,5,3,Français,Pour une unité supplémentaire de d'énergie photovoltaïque il a été ajouté 11 unités d'énergie à base de charbon.,Pour une unité supplémentaire de charbon il a été ajouté 11 fois plus d'énergie photovoltaïque.,"Pour une unité supplémentaire d'énergie photovoltaïque, il a été ajouté une unité d'énergie à base de charbon","Pour une unité supplémentaire d'énergie photovoltaïque, il a été supprimé une unité d'énergie à base de charbon",a,False,"L'histoire de l'énergie n'a jamais observé de réelle substitution : à ce jour, toutes les énergies se sont additionnées les unes aux autres et la croissance des énergies renouvelables reste de très loin inférieure à la croissance de la production d'énergie par le charbon, et plus généralement des énergies fossiles. Pour l'éolien, le rapport est de 1 à 5.",,,https://youtu.be/xgy0rW0oaFI?t=4539,1 -  L'énergie - Cours des Mines 2019 - Jancovici -  [EN subtitles available] - YouTube,,,,,Voir vidéo autour de 1h16',https://youtu.be/xgy0rW0oaFI,Vincent Mignerot,Matthieu Massart,Validée,2020-06-26,2020-06-29 00:00:00,2020-09-28 00:00:00,"[40, 44, 46]"
557,Qui a découvert la radioactivité en 1896 ?,,QCM,5,2,Français,Albert Einstein,Pierre et Marie Curie,Henri Becquerel,,c,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
558,Quelle est l'unité de mesure de la radioactivité ?,,QCM,5,1,Français,Le Bescherelle,Le Becquerel,La Sauterelle,,b,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,"[29, 50]"
559,"Quel minerai radioactif, contenu dans le sous-sol de la Terre, permet de produire l'énergie nucléaire ?",,QCM,5,1,Français,L'uranium,Le plutonium,L'irridium,,a,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
560,Par quelle technique produit-on de l'électricité dans une centrale nucléaire ?,,QCM,5,2,Français,La fusion des atomes d'uranium,La scission des atomes d'uranium,La fission des atomes d'uranium,,c,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
561,Combien pèse une pastille d'uranium ?,,QCM,5,4,Français,7 grammes,108 grammes,"1,2 kilogrammes",,a,True,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
562,Comment s'appellent les tubes en métal dans lesquels sont enfilées les pastilles d'uranium ?,,QCM,5,3,Français,Les mats,Les crayons,Les tubas,,b,False,,,,,,,,,,,,laydgeur,,Écartée,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
563,Quelle roche naturelle a été choisie en France pour le stockage des déchets radioactifs ?,,QCM,5,3,Français,Le granit,Le grès,L'argile,,c,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
564,Quelle est la place du nucléaire dans la production française d'électricité ?,,QCM,5,1,Français,1ère place,2ème place,3ème place,,a,True,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,"[1, 29, 39]"
565,Quel organisme s'assure en France du respect des exigences de sûreté nucléaire ?,,QCM,6,3,Français,L'ADEME,L'ANDRA,L'ASN,L'UNSCEAR,c,False,,,,,,,,,,,,laydgeur,,Brouillon,2020-06-30,2020-07-04 00:00:00,2020-07-04 00:00:00,[29]
566,"Dans le monde, combien y a-t-il de réacteurs nucléaires âgés de plus de 50 ans ?",Plusieurs réacteurs nucléaires ont été mis en service avant 1970 et fonctionnent encore aujourd’hui.,QCM,5,3,Français,0,1,5,10,c,True,"Cinq réacteurs sont exploités depuis plus de 50 ans dans le monde (tous connectés au réseau électrique en 1969) : Beznau 1 en Suisse, Tarapur 1 et 2 en Inde, Nine Mile Point 1 et Ginna aux États-Unis.",,,https://www.connaissancedesenergies.org/questions-sur-le-nucleaire-apres-la-fermeture-de-fessenheim-200630,Nucléaire : quelques chiffres clés après la fermeture de Fessenheim… | Connaissances des énergies,,,,,"Centrale nucléaire de Beznau en suisse, donc le réacteur n°1 d’une puissance de 365 MW est le plus ancien réacteur nucléaire en service dans le monde",,laydgeur,Lucia Romanita,Validée,2020-07-04,2020-07-04 00:00:00,2020-09-28 00:00:00,[29]
567,Vrai ou faux ? Le lavage de vos vêtements rejette plus de microplastiques que votre voiture,,VF,3,3,Français,Vrai,Faux,,,b,True,"Quand nous roulons, l’abrasion des pneus et l’usure des plaquettes de freins provoquent des émissions de microparticules de plastique, évaluées à 200 000 tonnes par an à l'échelle mondiale. Cela peut aller jusqu'à 4kg sur toute la durée de vie d'un pneu. Ces particules se retrouvent dans les océans, les organismes marins, et contribuent à la fonte des calottes glaciaires (la présence de microplastique affecte en effet l’albédo de la glace océanique – c’est-à-dire la manière dont la glace reflète l’énergie solaire).",,,https://usbeketrica.com/article/les-pneus-des-voitures-rejettent-des-microplastiques-transportes-jusqu-aux-oceans,Usbek & Rica - Les pneus des voitures rejettent des microplastiques transportés jusqu’aux océans,,,,,,,Matthieu Massart,Raphael Odini,Validée,2020-07-20,2020-07-23 00:00:00,2020-09-28 00:00:00,"[26, 105]"
568,Quelle proportion de la population mondiale se trouvera dans une situation de péril vital si la température moyenne augmente de 2° ?,,QCM,1,3,Français,8%,18%,28%,38%,c,True,"Selon le rapport 2019 du GIEC,",,,,,,,,,,,Matthieu Massart,,Écartée,2020-08-05,2020-08-10 00:00:00,2020-09-18 00:00:00,"[51, 216]"
569,"DOUBLON - En France, combien de tonnes d'aliments consommables partent à la poubelle tous les ans ?",,QCM,2,3,Français,"10,000 tonnes","100,000 tonnes",1 million de tonnes,10 millions de tonnes,d,True,,,,https://www.lemonde.fr/les-decodeurs/article/2018/06/07/le-gaspillage-alimentaire-en-france-en-chiffres_5311079_4355770.html,"En France, le gaspillage alimentaire en chiffres",,,,,,,Contributeur anonyme,,Brouillon,2020-08-05,2020-08-10 00:00:00,2020-09-18 00:00:00,"[1, 5]"
570,Quelle surface arable est perdue chaque jour dans le monde du fait de la salinisation ?,,QCM,7,3,Français,200 terrains de football,"2,000 terrains de football","20,000 terrains de football","200,000 terrains de football",b,True,"Deux mille hectares de terres perdus par jour, 20 milliards d'euros de pertes pour les cultivateurs, 20% des surfaces de culture menacées…
La facture du sel dans les sols agricoles est… salée, selon une étude publiée fin octobre par des chercheurs de l’ONU.
La salinisation des sols est souvent le fait de mauvaises pratiques d’irrigation. Un apport d’eau insuffisant conduit le sel qu’elle contient à s’installer dans le sol. L'étude préconise une action énergique pour stopper l'hémorragie.",,,https://www.letemps.ch/sciences/terres-agricoles-menacees-sel,Les terres agricoles menacées par le sel - Le Temps,https://macsphere.mcmaster.ca/handle/11375/15697,,,,,,Matthieu Massart,laydgeur,Validée,2020-08-28,2020-09-14 00:00:00,2020-09-14 00:00:00,"[17, 190]"
